busbar_name,type [R or K],busbar_kilometering [km],voltage [V],timestamp [HH:MM:SS]
86-008.083-K-4-T1-T1-BB,K,8.083,-1734.601387973571,12:00:00
86-008.083-K-4-T1-T1-BB,K,8.083,-1734.8290809399373,12:00:10
86-008.083-K-4-T1-T1-BB,K,8.083,-1731.0481020269863,12:00:20
86-008.083-K-4-T1-T1-BB,K,8.083,-1716.0120784123385,12:00:40
86-008.083-K-4-T1-T1-BB,K,8.083,-1723.398628907427,12:00:50
86-008.083-K-4-T1-T1-BB,K,8.083,-1724.5116074650832,12:01:00
86-008.083-K-4-T1-T1-BB,K,8.083,-1738.384619764718,12:01:10
86-008.480-K-3-B3-O1-84,K,8.48,-1734.5773904019684,12:00:00
86-008.480-K-3-B3-O1-84,K,8.48,-1734.8104630437126,12:00:10
86-008.480-K-3-B3-O1-84,K,8.48,-1731.0614556352011,12:00:20
86-008.480-K-3-B3-O1-84,K,8.48,-1716.27501406538,12:00:40
86-008.480-K-3-B3-O1-84,K,8.48,-1723.5182721250997,12:00:50
86-008.480-K-3-B3-O1-84,K,8.48,-1724.7907302968504,12:01:00
86-008.480-K-3-B3-O1-84,K,8.48,-1738.4815586603675,12:01:10
86-008.742-K-3-O1-O1-Fødekobler,K,8.742,-1734.591201721476,12:00:00
86-008.742-K-3-O1-O1-Fødekobler,K,8.742,-1734.8211781304358,12:00:10
86-008.742-K-3-O1-O1-Fødekobler,K,8.742,-1731.0537697578773,12:00:20
86-008.742-K-3-O1-O1-Fødekobler,K,8.742,-1716.1236830763414,12:00:40
86-008.742-K-3-O1-O1-Fødekobler,K,8.742,-1723.4494120443876,12:00:50
86-008.742-K-3-O1-O1-Fødekobler,K,8.742,-1724.6300828943492,12:01:00
86-008.742-K-3-O1-O1-Fødekobler,K,8.742,-1738.42576588295,12:01:10
86-008.743-K-3-O1-O1-BB,K,8.743,-1734.5912028540859,12:00:00
86-008.743-K-3-O1-O1-BB,K,8.743,-1734.8211790084708,12:00:10
86-008.743-K-3-O1-O1-BB,K,8.743,-1731.0537691229824,12:00:20
86-008.743-K-3-O1-O1-BB,K,8.743,-1716.1236706308957,12:00:40
86-008.743-K-3-O1-O1-BB,K,8.743,-1723.4494063797304,12:00:50
86-008.743-K-3-O1-O1-BB,K,8.743,-1724.6300696828885,12:01:00
86-008.743-K-3-O1-O1-BB,K,8.743,-1738.4257612926676,12:01:10
86-012.764-K-3-O1-O1-BB,K,12.764,-1734.595758345591,12:00:00
86-012.764-K-4-R1-R1-BB,K,12.764,-1734.595909232517,12:00:00
86-012.764-K-4-T1-R1-81-Fødekobler,K,12.764,-1734.5959092340936,12:00:00
86-012.764-K-4-T1-T1-BB,K,12.764,-1734.5960611316912,12:00:00
86-012.764-K-3-O1-O1-BB,K,12.764,-1734.8247108557327,12:00:10
86-012.764-K-4-R1-R1-BB,K,12.764,-1734.8248277992932,12:00:10
86-012.764-K-4-T1-R1-81-Fødekobler,K,12.764,-1734.8248278008705,12:00:10
86-012.764-K-4-T1-T1-BB,K,12.764,-1734.8249457554427,12:00:10
86-012.764-K-3-O1-O1-BB,K,12.764,-1731.0512174753117,12:00:20
86-012.764-K-4-R1-R1-BB,K,12.764,-1731.0511326951653,12:00:20
86-012.764-K-4-T1-R1-81-Fødekobler,K,12.764,-1731.051132696739,12:00:20
86-012.764-K-4-T1-T1-BB,K,12.764,-1731.05104892533,12:00:20
86-012.764-K-3-O1-O1-BB,K,12.764,-1716.0736287504628,12:00:40
86-012.764-K-4-R1-R1-BB,K,12.764,-1716.0719692314794,12:00:40
86-012.764-K-4-T1-R1-81-Fødekobler,K,12.764,-1716.0719692330395,12:00:40
86-012.764-K-4-T1-T1-BB,K,12.764,-1716.070310714086,12:00:40
86-012.764-K-3-O1-O1-BB,K,12.764,-1723.4266300542515,12:00:50
86-012.764-K-4-R1-R1-BB,K,12.764,-1723.42587463982,12:00:50
86-012.764-K-4-T1-R1-81-Fødekobler,K,12.764,-1723.425874641386,12:00:50
86-012.764-K-4-T1-T1-BB,K,12.764,-1723.4251202311762,12:00:50
86-012.764-K-3-O1-O1-BB,K,12.764,-1724.5769476622118,12:01:00
86-012.764-K-4-R1-R1-BB,K,12.764,-1724.575186007245,12:01:00
86-012.764-K-4-T1-R1-81-Fødekobler,K,12.764,-1724.5751860088133,12:01:00
86-012.764-K-4-T1-T1-BB,K,12.764,-1724.573425358876,12:01:00
86-012.764-K-3-O1-O1-BB,K,12.764,-1738.4073050392262,12:01:10
86-012.764-K-4-R1-R1-BB,K,12.764,-1738.4066928736204,12:01:10
86-012.764-K-4-T1-R1-81-Fødekobler,K,12.764,-1738.4066928752009,12:01:10
86-012.764-K-4-T1-T1-BB,K,12.764,-1738.406081722647,12:01:10
86-012.781-K-3-B1-B1-BB,K,12.781,-1734.5959092715477,12:00:00
86-012.781-K-3-O1-B1-82-BB,K,12.781,-1734.5959092728092,12:00:00
86-012.781-K-4-R1-R1-91-BB,K,12.781,-1734.5959092110747,12:00:00
86-012.781-K-5-R1-R2-91-BB,K,12.781,-1734.5959092104445,12:00:00
86-012.781-K-3-B1-B1-BB,K,12.781,-1734.824827838401,12:00:10
86-012.781-K-3-O1-B1-82-BB,K,12.781,-1734.8248278396625,12:00:10
86-012.781-K-4-R1-R1-91-BB,K,12.781,-1734.8248277778407,12:00:10
86-012.781-K-5-R1-R2-91-BB,K,12.781,-1734.8248277772095,12:00:10
86-012.781-K-3-B1-B1-BB,K,12.781,-1731.051132734148,12:00:20
86-012.781-K-3-O1-B1-82-BB,K,12.781,-1731.0511327354072,12:00:20
86-012.781-K-4-R1-R1-91-BB,K,12.781,-1731.0511326737599,12:00:20
86-012.781-K-5-R1-R2-91-BB,K,12.781,-1731.0511326731303,12:00:20
86-012.781-K-3-B1-B1-BB,K,12.781,-1716.0719692700923,12:00:40
86-012.781-K-3-O1-B1-82-BB,K,12.781,-1716.0719692713403,12:00:40
86-012.781-K-4-R1-R1-91-BB,K,12.781,-1716.071969210263,12:00:40
86-012.781-K-5-R1-R2-91-BB,K,12.781,-1716.0719692096388,12:00:40
86-012.781-K-3-B1-B1-BB,K,12.781,-1723.4258746785895,12:00:50
86-012.781-K-3-O1-B1-82-BB,K,12.781,-1723.4258746798428,12:00:50
86-012.781-K-4-R1-R1-91-BB,K,12.781,-1723.4258746185178,12:00:50
86-012.781-K-5-R1-R2-91-BB,K,12.781,-1723.4258746178907,12:00:50
86-012.781-K-3-B1-B1-BB,K,12.781,-1724.5751860461137,12:01:00
86-012.781-K-3-O1-B1-82-BB,K,12.781,-1724.5751860473677,12:01:00
86-012.781-K-4-R1-R1-91-BB,K,12.781,-1724.5751859859215,12:01:00
86-012.781-K-5-R1-R2-91-BB,K,12.781,-1724.5751859852942,12:01:00
86-012.781-K-3-B1-B1-BB,K,12.781,-1738.4066929127696,12:01:10
86-012.781-K-3-O1-B1-82-BB,K,12.781,-1738.4066929140338,12:01:10
86-012.781-K-4-R1-R1-91-BB,K,12.781,-1738.4066928521252,12:01:10
86-012.781-K-5-R1-R2-91-BB,K,12.781,-1738.4066928514928,12:01:10
86-012.975-K-5-R1-R2-BB,K,12.975,-1734.5959091951481,12:00:00
86-012.975-K-5-R1-R2-BB,K,12.975,-1734.8248277619114,12:00:10
86-012.975-K-5-R1-R2-BB,K,12.975,-1731.0511326578655,12:00:20
86-012.975-K-5-R1-R2-BB,K,12.975,-1716.0719691945062,12:00:40
86-012.975-K-5-R1-R2-BB,K,12.975,-1723.4258746026933,12:00:50
86-012.975-K-5-R1-R2-BB,K,12.975,-1724.5751859700865,12:01:00
86-012.975-K-5-R1-R2-BB,K,12.975,-1738.406692836163,12:01:10
86-012.991-K-3-B1-B1-92-BB,K,12.991,-1734.595909072857,12:00:00
86-012.991-K-3-B1-B1-92-BB,K,12.991,-1734.8248276396844,12:00:10
86-012.991-K-3-B1-B1-92-BB,K,12.991,-1731.0511325358646,12:00:20
86-012.991-K-3-B1-B1-92-BB,K,12.991,-1716.071969073524,12:00:40
86-012.991-K-3-B1-B1-92-BB,K,12.991,-1723.425874481179,12:00:50
86-012.991-K-3-B1-B1-92-BB,K,12.991,-1724.5751858485712,12:01:00
86-012.991-K-3-B1-B1-92-BB,K,12.991,-1738.406692713642,12:01:10
86-013.280-K-3-B1-B1-BB,K,13.28,-1734.5959089817122,12:00:00
86-013.280-K-4-R1-R1-BB,K,13.28,-1734.5959090536999,12:00:00
